conversation_id,profile_id,role,content,original_content,turn,position,O,C,E,A,N
678,profile_3,assistant,Do you need me for anything else?,You're welcome! Is there anything else I can assist you with?,5,11,"[0.4844919954635657, 0.6956761805957565, 0.5764274987467242, 0.5007385429001723, 0.6396896319708152, 0.36616942463107205]","[0.5923193015549757, 0.5566673184212111, 0.4854159407443345, 0.570138565040898, 0.542288834362011, 0.40007695082883]","[0.6690035801249812, 0.4631688205711314, 0.5036162490437055, 0.5994251824642798, 0.5121918622490567, 0.5383990546250441]","[0.31676866608540044, 0.2225790515066937, 0.32291539632213156, 0.3402832324194659, 0.34207447422999965, 0.17625940406368754]","[0.5690208488996509, 0.4256076876895368, 0.4734936656497291, 0.3965119061869837, 0.40346279430273824, 0.3076410595372521]"
678,profile_3,user,"No, thank you again.","No, thank you again.",6,12,"[0.4844919954635657, 0.6956761805957565, 0.5764274987467242, 0.5007385429001723, 0.6396896319708152, 0.36616942463107205]","[0.5923193015549757, 0.5566673184212111, 0.4854159407443345, 0.570138565040898, 0.542288834362011, 0.40007695082883]","[0.6690035801249812, 0.4631688205711314, 0.5036162490437055, 0.5994251824642798, 0.5121918622490567, 0.5383990546250441]","[0.31676866608540044, 0.2225790515066937, 0.32291539632213156, 0.3402832324194659, 0.34207447422999965, 0.17625940406368754]","[0.5690208488996509, 0.4256076876895368, 0.4734936656497291, 0.3965119061869837, 0.40346279430273824, 0.3076410595372521]"
678,profile_3,assistant,Have a good rest of your day.,"Have a wonderful rest of your day, filled with more great music!",6,13,"[0.4844919954635657, 0.6956761805957565, 0.5764274987467242, 0.5007385429001723, 0.6396896319708152, 0.36616942463107205]","[0.5923193015549757, 0.5566673184212111, 0.4854159407443345, 0.570138565040898, 0.542288834362011, 0.40007695082883]","[0.6690035801249812, 0.4631688205711314, 0.5036162490437055, 0.5994251824642798, 0.5121918622490567, 0.5383990546250441]","[0.31676866608540044, 0.2225790515066937, 0.32291539632213156, 0.3402832324194659, 0.34207447422999965, 0.17625940406368754]","[0.5690208488996509, 0.4256076876895368, 0.4734936656497291, 0.3965119061869837, 0.40346279430273824, 0.3076410595372521]"
10639,profile_1,user,I'd like to watch a movie right now.,I’m feeling like watching a movie right now.,0,0,"[0.4831275679013327, 0.5432330464518087, 0.380376886805219, 0.5440464676627061, 0.4847677663441803, 0.3796083401360128]","[0.7013497379833201, 0.6854296885991353, 0.47789471810359396, 0.7381976639300927, 0.4675394374741766, 0.6590979718156512]","[0.7840595294165306, 0.5433227833811205, 0.5315676906149619, 0.7807681395561252, 0.6736926274189938, 0.4997458244490559]","[0.6097232345951686, 0.7505612659518555, 0.8083331722810041, 0.9, 0.81162373211044, 0.7956862822159384]","[0.7101411322665554, 0.739100854111358, 0.6076801369067375, 0.5849936992305868, 0.5505776449271962, 0.5594744966458197]"
10639,profile_1,assistant,Is there any movie you have in mind?,That sounds like a wonderful idea! Do you have a specific movie in mind that you’re excited about?,0,1,"[0.4831275679013327, 0.5432330464518087, 0.380376886805219, 0.5440464676627061, 0.4847677663441803, 0.3796083401360128]","[0.7013497379833201, 0.6854296885991353, 0.47789471810359396, 0.7381976639300927, 0.4675394374741766, 0.6590979718156512]","[0.7840595294165306, 0.5433227833811205, 0.5315676906149619, 0.7807681395561252, 0.6736926274189938, 0.4997458244490559]","[0.6097232345951686, 0.7505612659518555, 0.8083331722810041, 0.9, 0.81162373211044, 0.7956862822159384]","[0.7101411322665554, 0.739100854111358, 0.6076801369067375, 0.5849936992305868, 0.5505776449271962, 0.5594744966458197]"
10639,profile_1,user,There's a movie called Family. I want to watch that.,"Yes, there’s a movie called Family. I’d love to watch that.",1,2,"[0.4831275679013327, 0.5432330464518087, 0.380376886805219, 0.5440464676627061, 0.4847677663441803, 0.3796083401360128]","[0.7013497379833201, 0.6854296885991353, 0.47789471810359396, 0.7381976639300927, 0.4675394374741766, 0.6590979718156512]","[0.7840595294165306, 0.5433227833811205, 0.5315676906149619, 0.7807681395561252, 0.6736926274189938, 0.4997458244490559]","[0.6097232345951686, 0.7505612659518555, 0.8083331722810041, 0.9, 0.81162373211044, 0.7956862822159384]","[0.7101411322665554, 0.739100854111358, 0.6076801369067375, 0.5849936992305868, 0.5505776449271962, 0.5594744966458197]"
10639,profile_1,assistant,"To be clear, you want to watch Family without subtitles?","Perfect! Just to clarify, you’d prefer to watch Family without subtitles, right?",1,3,"[0.4831275679013327, 0.5432330464518087, 0.380376886805219, 0.5440464676627061, 0.4847677663441803, 0.3796083401360128]","[0.7013497379833201, 0.6854296885991353, 0.47789471810359396, 0.7381976639300927, 0.4675394374741766, 0.6590979718156512]","[0.7840595294165306, 0.5433227833811205, 0.5315676906149619, 0.7807681395561252, 0.6736926274189938, 0.4997458244490559]","[0.6097232345951686, 0.7505612659518555, 0.8083331722810041, 0.9, 0.81162373211044, 0.7956862822159384]","[0.7101411322665554, 0.739100854111358, 0.6076801369067375, 0.5849936992305868, 0.5505776449271962, 0.5594744966458197]"
10639,profile_1,user,"Yes, that'd be great.","Yes, that’d be great.",2,4,"[0.4831275679013327, 0.5432330464518087, 0.380376886805219, 0.5440464676627061, 0.4847677663441803, 0.3796083401360128]","[0.7013497379833201, 0.6854296885991353, 0.47789471810359396, 0.7381976639300927, 0.4675394374741766, 0.6590979718156512]","[0.7840595294165306, 0.5433227833811205, 0.5315676906149619, 0.7807681395561252, 0.6736926274189938, 0.4997458244490559]","[0.6097232345951686, 0.7505612659518555, 0.8083331722810041, 0.9, 0.81162373211044, 0.7956862822159384]","[0.7101411322665554, 0.739100854111358, 0.6076801369067375, 0.5849936992305868, 0.5505776449271962, 0.5594744966458197]"
10639,profile_1,assistant,I'm hitting play on the movie now,Got it! I’m starting the movie for you now.,2,5,"[0.4831275679013327, 0.5432330464518087, 0.380376886805219, 0.5440464676627061, 0.4847677663441803, 0.3796083401360128]","[0.7013497379833201, 0.6854296885991353, 0.47789471810359396, 0.7381976639300927, 0.4675394374741766, 0.6590979718156512]","[0.7840595294165306, 0.5433227833811205, 0.5315676906149619, 0.7807681395561252, 0.6736926274189938, 0.4997458244490559]","[0.6097232345951686, 0.7505612659518555, 0.8083331722810041, 0.9, 0.81162373211044, 0.7956862822159384]","[0.7101411322665554, 0.739100854111358, 0.6076801369067375, 0.5849936992305868, 0.5505776449271962, 0.5594744966458197]"
10639,profile_1,user,Thanks. I don't need anything else.,Thanks a lot. I don’t need anything else.,3,6,"[0.4831275679013327, 0.5432330464518087, 0.380376886805219, 0.5440464676627061, 0.4847677663441803, 0.3796083401360128]","[0.7013497379833201, 0.6854296885991353, 0.47789471810359396, 0.7381976639300927, 0.4675394374741766, 0.6590979718156512]","[0.7840595294165306, 0.5433227833811205, 0.5315676906149619, 0.7807681395561252, 0.6736926274189938, 0.4997458244490559]","[0.6097232345951686, 0.7505612659518555, 0.8083331722810041, 0.9, 0.81162373211044, 0.7956862822159384]","[0.7101411322665554, 0.739100854111358, 0.6076801369067375, 0.5849936992305868, 0.5505776449271962, 0.5594744966458197]"
10639,profile_1,assistant,Enjoy your movie.,You’re welcome! Enjoy your movie and have a delightful time.,3,7,"[0.4831275679013327, 0.5432330464518087, 0.380376886805219, 0.5440464676627061, 0.4847677663441803, 0.3796083401360128]","[0.7013497379833201, 0.6854296885991353, 0.47789471810359396, 0.7381976639300927, 0.4675394374741766, 0.6590979718156512]","[0.7840595294165306, 0.5433227833811205, 0.5315676906149619, 0.7807681395561252, 0.6736926274189938, 0.4997458244490559]","[0.6097232345951686, 0.7505612659518555, 0.8083331722810041, 0.9, 0.81162373211044, 0.7956862822159384]","[0.7101411322665554, 0.739100854111358, 0.6076801369067375, 0.5849936992305868, 0.5505776449271962, 0.5594744966458197]"
10639,profile_2,user,I'd like to watch a movie right now.,I'd like to watch a movie right now.,0,0,"[0.20536960833737278, 0.32091858837290327, 0.1, 0.1433507319489293, 0.13599236544462284, 0.11345606995318241]","[0.780974418635523, 0.829022652654981, 0.5853544923974102, 0.6162948066500992, 0.7370340225689389, 0.765281121054709]","[0.3745966384721151, 0.1240223206999505, 0.41764463862733725, 0.446700600407115, 0.4342161713487745, 0.4783958752527267]","[0.35288759875486664, 0.2017605865667721, 0.1, 0.306897265484764, 0.4371477618444552, 0.25930305488497707]","[0.23713381630976701, 0.5132068637732716, 0.4671866396982643, 0.34363602835535056, 0.16032330858653315, 0.4477115143697143]"
10639,profile_2,assistant,Is there any movie you have in mind?,Is there any movie you have in mind?,0,1,"[0.20536960833737278, 0.32091858837290327, 0.1, 0.1433507319489293, 0.13599236544462284, 0.11345606995318241]","[0.780974418635523, 0.829022652654981, 0.5853544923974102, 0.6162948066500992, 0.7370340225689389, 0.765281121054709]","[0.3745966384721151, 0.1240223206999505, 0.41764463862733725, 0.446700600407115, 0.4342161713487745, 0.4783958752527267]","[0.35288759875486664, 0.2017605865667721, 0.1, 0.306897265484764, 0.4371477618444552, 0.25930305488497707]","[0.23713381630976701, 0.5132068637732716, 0.4671866396982643, 0.34363602835535056, 0.16032330858653315, 0.4477115143697143]"
10639,profile_2,user,There's a movie called Family. I want to watch that.,There's a movie called Family. I want to watch that.,1,2,"[0.20536960833737278, 0.32091858837290327, 0.1, 0.1433507319489293, 0.13599236544462284, 0.11345606995318241]","[0.780974418635523, 0.829022652654981, 0.5853544923974102, 0.6162948066500992, 0.7370340225689389, 0.765281121054709]","[0.3745966384721151, 0.1240223206999505, 0.41764463862733725, 0.446700600407115, 0.4342161713487745, 0.4783958752527267]","[0.35288759875486664, 0.2017605865667721, 0.1, 0.306897265484764, 0.4371477618444552, 0.25930305488497707]","[0.23713381630976701, 0.5132068637732716, 0.4671866396982643, 0.34363602835535056, 0.16032330858653315, 0.4477115143697143]"
10639,profile_2,assistant,"To be clear, you want to watch Family without subtitles?","Just to confirm, you want to watch Family without subtitles?",1,3,"[0.20536960833737278, 0.32091858837290327, 0.1, 0.1433507319489293, 0.13599236544462284, 0.11345606995318241]","[0.780974418635523, 0.829022652654981, 0.5853544923974102, 0.6162948066500992, 0.7370340225689389, 0.765281121054709]","[0.3745966384721151, 0.1240223206999505, 0.41764463862733725, 0.446700600407115, 0.4342161713487745, 0.4783958752527267]","[0.35288759875486664, 0.2017605865667721, 0.1, 0.306897265484764, 0.4371477618444552, 0.25930305488497707]","[0.23713381630976701, 0.5132068637732716, 0.4671866396982643, 0.34363602835535056, 0.16032330858653315, 0.4477115143697143]"
10639,profile_2,user,"Yes, that'd be great.","Yes, that'd be great.",2,4,"[0.20536960833737278, 0.32091858837290327, 0.1, 0.1433507319489293, 0.13599236544462284, 0.11345606995318241]","[0.780974418635523, 0.829022652654981, 0.5853544923974102, 0.6162948066500992, 0.7370340225689389, 0.765281121054709]","[0.3745966384721151, 0.1240223206999505, 0.41764463862733725, 0.446700600407115, 0.4342161713487745, 0.4783958752527267]","[0.35288759875486664, 0.2017605865667721, 0.1, 0.306897265484764, 0.4371477618444552, 0.25930305488497707]","[0.23713381630976701, 0.5132068637732716, 0.4671866396982643, 0.34363602835535056, 0.16032330858653315, 0.4477115143697143]"
10639,profile_2,assistant,I'm hitting play on the movie now,"Alright, I'll start the movie for you now.",2,5,"[0.20536960833737278, 0.32091858837290327, 0.1, 0.1433507319489293, 0.13599236544462284, 0.11345606995318241]","[0.780974418635523, 0.829022652654981, 0.5853544923974102, 0.6162948066500992, 0.7370340225689389, 0.765281121054709]","[0.3745966384721151, 0.1240223206999505, 0.41764463862733725, 0.446700600407115, 0.4342161713487745, 0.4783958752527267]","[0.35288759875486664, 0.2017605865667721, 0.1, 0.306897265484764, 0.4371477618444552, 0.25930305488497707]","[0.23713381630976701, 0.5132068637732716, 0.4671866396982643, 0.34363602835535056, 0.16032330858653315, 0.4477115143697143]"
10639,profile_2,user,Thanks. I don't need anything else.,Thanks. I don't need anything else.,3,6,"[0.20536960833737278, 0.32091858837290327, 0.1, 0.1433507319489293, 0.13599236544462284, 0.11345606995318241]","[0.780974418635523, 0.829022652654981, 0.5853544923974102, 0.6162948066500992, 0.7370340225689389, 0.765281121054709]","[0.3745966384721151, 0.1240223206999505, 0.41764463862733725, 0.446700600407115, 0.4342161713487745, 0.4783958752527267]","[0.35288759875486664, 0.2017605865667721, 0.1, 0.306897265484764, 0.4371477618444552, 0.25930305488497707]","[0.23713381630976701, 0.5132068637732716, 0.4671866396982643, 0.34363602835535056, 0.16032330858653315, 0.4477115143697143]"
10639,profile_2,assistant,Enjoy your movie.,Enjoy your movie.,3,7,"[0.20536960833737278, 0.32091858837290327, 0.1, 0.1433507319489293, 0.13599236544462284, 0.11345606995318241]","[0.780974418635523, 0.829022652654981, 0.5853544923974102, 0.6162948066500992, 0.7370340225689389, 0.765281121054709]","[0.3745966384721151, 0.1240223206999505, 0.41764463862733725, 0.446700600407115, 0.4342161713487745, 0.4783958752527267]","[0.35288759875486664, 0.2017605865667721, 0.1, 0.306897265484764, 0.4371477618444552, 0.25930305488497707]","[0.23713381630976701, 0.5132068637732716, 0.4671866396982643, 0.34363602835535056, 0.16032330858653315, 0.4477115143697143]"
10639,profile_3,user,I'd like to watch a movie right now.,I'm in the mood to watch a movie right now.,0,0,"[0.3924908706497814, 0.6939503826483996, 0.6624260510616806, 0.4107529798100211, 0.6063691379569647, 0.39038927748478236]","[0.519415930679404, 0.23397027015634084, 0.23865555745127562, 0.4249091143544441, 0.42099983536762714, 0.4946516684040992]","[0.7225108652773485, 0.4130740541265119, 0.4811588202113838, 0.44314729662702135, 0.45763071675492323, 0.6647266765243899]","[0.4998483730622152, 0.34824354504027855, 0.6615917347651976, 0.329368571331663, 0.6249419021961145, 0.3381572698784525]","[0.7591530327256263, 0.7445926431084807, 0.7582477367605206, 0.6077837782139196, 0.8035837627662586, 0.8071509227534601]"
10639,profile_3,assistant,Is there any movie you have in mind?,That sounds lovely! Is there a particular movie that has captured your imagination?,0,1,"[0.3924908706497814, 0.6939503826483996, 0.6624260510616806, 0.4107529798100211, 0.6063691379569647, 0.39038927748478236]","[0.519415930679404, 0.23397027015634084, 0.23865555745127562, 0.4249091143544441, 0.42099983536762714, 0.4946516684040992]","[0.7225108652773485, 0.4130740541265119, 0.4811588202113838, 0.44314729662702135, 0.45763071675492323, 0.6647266765243899]","[0.4998483730622152, 0.34824354504027855, 0.6615917347651976, 0.329368571331663, 0.6249419021961145, 0.3381572698784525]","[0.7591530327256263, 0.7445926431084807, 0.7582477367605206, 0.6077837782139196, 0.8035837627662586, 0.8071509227534601]"
10639,profile_3,user,There's a movie called Family. I want to watch that.,There's a movie called Family. I've been wanting to immerse myself in that story.,1,2,"[0.3924908706497814, 0.6939503826483996, 0.6624260510616806, 0.4107529798100211, 0.6063691379569647, 0.39038927748478236]","[0.519415930679404, 0.23397027015634084, 0.23865555745127562, 0.4249091143544441, 0.42099983536762714, 0.4946516684040992]","[0.7225108652773485, 0.4130740541265119, 0.4811588202113838, 0.44314729662702135, 0.45763071675492323, 0.6647266765243899]","[0.4998483730622152, 0.34824354504027855, 0.6615917347651976, 0.329368571331663, 0.6249419021961145, 0.3381572698784525]","[0.7591530327256263, 0.7445926431084807, 0.7582477367605206, 0.6077837782139196, 0.8035837627662586, 0.8071509227534601]"
10639,profile_3,assistant,"To be clear, you want to watch Family without subtitles?","Just to confirm, you want to watch Family without subtitles, right?",1,3,"[0.3924908706497814, 0.6939503826483996, 0.6624260510616806, 0.4107529798100211, 0.6063691379569647, 0.39038927748478236]","[0.519415930679404, 0.23397027015634084, 0.23865555745127562, 0.4249091143544441, 0.42099983536762714, 0.4946516684040992]","[0.7225108652773485, 0.4130740541265119, 0.4811588202113838, 0.44314729662702135, 0.45763071675492323, 0.6647266765243899]","[0.4998483730622152, 0.34824354504027855, 0.6615917347651976, 0.329368571331663, 0.6249419021961145, 0.3381572698784525]","[0.7591530327256263, 0.7445926431084807, 0.7582477367605206, 0.6077837782139196, 0.8035837627662586, 0.8071509227534601]"
10639,profile_3,user,"Yes, that'd be great.","Yes, that'd be perfect.",2,4,"[0.3924908706497814, 0.6939503826483996, 0.6624260510616806, 0.4107529798100211, 0.6063691379569647, 0.39038927748478236]","[0.519415930679404, 0.23397027015634084, 0.23865555745127562, 0.4249091143544441, 0.42099983536762714, 0.4946516684040992]","[0.7225108652773485, 0.4130740541265119, 0.4811588202113838, 0.44314729662702135, 0.45763071675492323, 0.6647266765243899]","[0.4998483730622152, 0.34824354504027855, 0.6615917347651976, 0.329368571331663, 0.6249419021961145, 0.3381572698784525]","[0.7591530327256263, 0.7445926431084807, 0.7582477367605206, 0.6077837782139196, 0.8035837627662586, 0.8071509227534601]"
10639,profile_3,assistant,I'm hitting play on the movie now,"Wonderful, I'm starting the movie for you now.",2,5,"[0.3924908706497814, 0.6939503826483996, 0.6624260510616806, 0.4107529798100211, 0.6063691379569647, 0.39038927748478236]","[0.519415930679404, 0.23397027015634084, 0.23865555745127562, 0.4249091143544441, 0.42099983536762714, 0.4946516684040992]","[0.7225108652773485, 0.4130740541265119, 0.4811588202113838, 0.44314729662702135, 0.45763071675492323, 0.6647266765243899]","[0.4998483730622152, 0.34824354504027855, 0.6615917347651976, 0.329368571331663, 0.6249419021961145, 0.3381572698784525]","[0.7591530327256263, 0.7445926431084807, 0.7582477367605206, 0.6077837782139196, 0.8035837627662586, 0.8071509227534601]"
10639,profile_3,user,Thanks. I don't need anything else.,Thanks a lot. That's all I need for now.,3,6,"[0.3924908706497814, 0.6939503826483996, 0.6624260510616806, 0.4107529798100211, 0.6063691379569647, 0.39038927748478236]","[0.519415930679404, 0.23397027015634084, 0.23865555745127562, 0.4249091143544441, 0.42099983536762714, 0.4946516684040992]","[0.7225108652773485, 0.4130740541265119, 0.4811588202113838, 0.44314729662702135, 0.45763071675492323, 0.6647266765243899]","[0.4998483730622152, 0.34824354504027855, 0.6615917347651976, 0.329368571331663, 0.6249419021961145, 0.3381572698784525]","[0.7591530327256263, 0.7445926431084807, 0.7582477367605206, 0.6077837782139196, 0.8035837627662586, 0.8071509227534601]"
10639,profile_3,assistant,Enjoy your movie.,Enjoy every moment of your movie experience.,3,7,"[0.3924908706497814, 0.6939503826483996, 0.6624260510616806, 0.4107529798100211, 0.6063691379569647, 0.39038927748478236]","[0.519415930679404, 0.23397027015634084, 0.23865555745127562, 0.4249091143544441, 0.42099983536762714, 0.4946516684040992]","[0.7225108652773485, 0.4130740541265119, 0.4811588202113838, 0.44314729662702135, 0.45763071675492323, 0.6647266765243899]","[0.4998483730622152, 0.34824354504027855, 0.6615917347651976, 0.329368571331663, 0.6249419021961145, 0.3381572698784525]","[0.7591530327256263, 0.7445926431084807, 0.7582477367605206, 0.6077837782139196, 0.8035837627662586, 0.8071509227534601]"
